Vernier Format 2
RKE_noMass.cmbl 3/20/2024 20:27:00 .
Latest
Time	GateState	STime	SDist	SVel	SAccel
t	State	stime	sdist	svel	saccel
s		s	m	m/s	m/s^2

0.9715824	1	1.4213974	0.795	1.06707429973	0.622038814176
0.9810816	0	1.4353974	0.81	1.07525735344	0.546968859226
0.9909976	1	1.4492984	0.825	1.08482404476	0.829434466567
1.0003076	0	1.4630532	0.84	1.09738602609	0.997125182802
1.0100916	1	1.4766382	0.855	1.11112326871	1.025288158
1.019282	0	1.490055	0.87	1.12253028601	0.675119882968
1.0288216	1	1.5033644	0.885	1.12946908689	0.36757188059
1.0377864	0	1.5166164	0.9	1.13460578425	0.407661648338
1.047282	1	1.5298056	0.915	1.1422204949	0.747027135024
1.0561816	0	1.542882	0.93	1.15266691404	0.85072440795
1.0655168	1	1.5558334	0.945	1.16017142959	0.308148848323
1.074298	0	1.5687404	0.96	1.1645791567	0.374849077932
1.0834876	1	1.581594	0.975	1.1720744249	0.791402897828
1.0921292	0	1.594337	0.99	1.18403495538	1.0857893607
1.1012804	1	1.6069328	1.005	1.19789659504	1.11520456717
1.1097816	0	1.6193826	1.02	1.2073020561	0.395737144254
1.1188124	1	1.6317818	1.035	1.21215022742	0.386276425197
1.1272132	0	1.6441322	1.05	1.21849763634	0.64161075506
1.1361156	1	1.6564028	1.065	1.22348284309	0.170934149221
1.1444196	0	1.6686524	1.08	1.22790625528	0.551279179124
1.1532164	1	1.680835	1.095	1.23460621921	0.548644306364
1.1614816	0	1.692952	1.11	1.24155793441	0.5987874343
1.170082	1	1.7049986	1.125	1.25555696325	1.72535860531
1.17811	0	1.716849	1.14	1.276748451	1.85114307428
1.1865828	1	1.7284992	1.155	1.29699602618	1.62477582522
1.194482	0	1.7399818	1.17	1.31107399592	0.82727680041
1.2028816	1	1.7513818	1.185	1.30659222769	-1.61355192914
1.2107104	0	1.7629446	1.2	1.28124697684	-2.77037771548
1.219	1	1.774804	1.215	1.25553752674	-1.56533068409
1.2267828	0	1.7868414	1.23	1.24267710489	-0.57141343933
1.2350012	1	1.7989458	1.245	1.23438259465	-0.799081627147
1.2427024	0	1.8111458	1.26	1.22519053171	-0.70781393657
1.2508092	1	1.8234324	1.275	1.22267875347	0.298949280513
1.2584828	0	1.8356822	1.29	1.22672084199	0.360994313843
1.2665244	1	1.847888	1.305	1.22883335898	-0.0148446154914
1.2740824	0	1.8600956	1.32	1.22880315167	0.00989568067133
1.282024	1	1.872302	1.335	1.22703945291	-0.298875030041
1.289482	0	1.8845448	1.35	1.22524995361	0.00654005725983
1.2973928	1	1.8967868	1.365	1.22465041889	-0.104487241745
1.3047816	0	1.9090416	1.38	1.22176532935	-0.366363288867
1.3126024	1	1.9213416	1.395	1.21878970648	-0.117477827525
1.3199296	0	1.9336562	1.41	1.21654880771	-0.246463960639
1.3275924	1	1.9460016	1.425	1.21577683083	0.12140087979
1.3347824	0	1.9583318	1.44	1.21802056844	0.242540923474
1.342382	1	1.9706318	1.455	1.21950228063	-0.00161211243746
1.349482	0	1.982932	1.47	1.22082525006	0.216725594283
1.356982	1	1.9952054	1.485	1.2221751465	0.00324547162428
1.3640012	0	2.0074784	1.5	1.21954360465	-0.432079798316
1.3714816	1	2.019805	1.515	1.21591541552	-0.156596581254
1.378482	0	2.0321512	1.53	1.21441802957	-0.085969705912
1.385882	1	2.0445082	1.545	1.21203871774	-0.29912567885
1.3928796	0	2.056903	1.56	1.20921090996	-0.157163697288
1.4001824	1	2.0693178	1.575	1.20878107449	0.0879180440617
1.407082	0	2.0817214	1.59	1.21048989779	0.187618623117
1.414382	1	2.0941012	1.605	1.21157295489	-0.0126469606233
1.4211828	0	2.1064826	1.62	1.21291845504	0.229989128112
1.4284128	1	2.118835	1.635	1.21441757552	0.0127362503433
1.435182	0	2.1311858	1.65	1.21212076465	-0.384665335995
1.442382	1	2.1435852	1.665	1.20725371053	-0.400381379366
1.449084	0	2.1560358	1.68	1.20491609732	0.0248792820553
1.4562148	1	2.1684832	1.695	1.20497414877	-0.0155517996542
1.4628876	0	2.1809326	1.71	1.20249142848	-0.383297991519
1.4698916	1	2.1934316	1.725	1.20003840676	-0.00921688481726
1.476482	0	2.2059318	1.74	1.20222038341	0.358327562995
1.4833848	1	2.2183856	1.755	1.20618056137	0.277651488866
1.489882	0	2.2308038	1.77	1.20654735635	-0.218577712594
1.4967252	1	2.24325	1.785	1.20488717118	-0.0482001264661
1.503182	0	2.2557024	1.8	1.20406537565	-0.0837897767184
1.5100036	1	2.2681656	1.815	1.20037214881	-0.508871311081
1.5164268	0	2.280695	1.83	1.19680238847	-0.0609501234334
1.5232292	1	2.2932324	1.845	1.19582001861	-0.0957601764374
1.5296216	0	2.3057824	1.86	1.19433538889	-0.140834202275
1.536382	1	2.318351	1.875	1.19432585136	0.139316526541
1.542682	0	2.3309012	1.89	1.19582961076	0.100322586647
1.549382	1	2.3434382	1.905	1.1978759249	0.226121401775
1.5556148	0	2.3559456	1.92	1.19899299325	-0.0474962118972
1.5622848	1	2.3684592	1.935	1.19732117141	-0.219704567894
1.568582	0	2.3810016	1.95	1.19550522295	-0.069864965799
1.575196	1	2.3935532	1.965	1.19277589433	-0.365032357415
1.5814028	0	2.4061532	1.98	1.18912029857	-0.215220937066
1.587992	1	2.418782	1.995	1.18853403678	0.122375726602
1.594182	0	2.4313944	2.01	1.18752219687	-0.28282733002
1.600682	1	2.4440448	2.025	1.18589266422	0.0252018549402
1.6067288	0	2.4566918	2.04	1.18773786474	0.266598653647
1.6131836	1	2.469303	2.055	1.19022222594	0.127394178687
1.6191844	0	2.4818972	2.07	1.19122313469	0.031553393213
1.6255816	1	2.4944872	2.085	1.19033646666	-0.172406138776
1.631582	0	2.5071002	2.1	1.18759665024	-0.262037122028
1.637982	1	2.5197484	2.115	1.18430542897	-0.258388119467
1.6439816	0	2.5324316	2.13	1.18187582878	-0.124732889035
1.6502824	1	2.5451318	2.145	1.18109306241	0.00146453526686
1.656282	0	2.5578318	2.16	1.18035976464	-0.116944498383
1.6625232	1	2.5705478	2.175	1.1793844525	-0.0364547057544
1.6684824	0	2.5832688	2.19	1.1802867026	0.178306777019
1.6747816	1	2.5959654	2.205	1.18223919289	0.129254348595
1.680616	0	2.6086444	2.22	1.18267640679	-0.060287726538
1.6868884	1	2.6213316	2.235	1.18168917387	-0.0953388776461
1.6927816	0	2.6340318	2.25	1.18109306241	0.00146453526686
1.6990156	1	2.6467318	2.265	1.17878183438	-0.365437452014
1.7048792	0	2.659482	2.28	1.17573375244	-0.112685549362
1.7109816	1	2.6722478	2.295	1.17474774624	-0.0417906595081
1.7167152	0	2.6850194	2.31	1.17159637837	-0.451705515851
1.7227164	1	2.6978542	2.325	1.16899832321	0.0468600705868
1.728382	0	2.7106824	2.34	1.1724691182	0.494259493518
1.734282	1	2.7234416	2.355	1.17605582921	0.0679561642303
1.7397948	0	2.7361914	2.37	1.17631379863	-0.0274897382632
1.7456816	1	2.748945	2.385	1.17601865257	-0.0187946151558
1.7511824	0	2.7617012	2.4	1.17390858602	-0.312035341875
1.757082	1	2.7745008	2.415	1.16988955805	-0.315957403544
1.762682	0	2.7873448	2.43	 	 
1.7688072	1	2.8002016	 	 	 
1.7746128	0	 	 	 	 
1.7808008	1	 	 	 	 
1.7866824	0	 	 	 	 
1.792882	1	 	 	 	 
1.7987256	0	 	 	 	 
1.8050096	1	 	 	 	 
1.810982	0	 	 	 	 
1.817282	1	 	 	 	 
1.8232164	0	 	 	 	 
1.8295828	1	 	 	 	 
1.8354904	0	 	 	 	 
1.8417816	1	 	 	 	 
1.8477196	0	 	 	 	 
1.8539944	1	 	 	 	 
1.8599224	0	 	 	 	 
1.8661968	1	 	 	 	 
1.8721184	0	 	 	 	 
1.8784072	1	 	 	 	 
1.884382	0	 	 	 	 
1.8906824	1	 	 	 	 
1.8965956	0	 	 	 	 
1.9028912	1	 	 	 	 
1.9088828	0	 	 	 	 
1.915192	1	 	 	 	 
1.921182	0	 	 	 	 
1.9274912	1	 	 	 	 
1.933482	0	 	 	 	 
1.9398212	1	 	 	 	 
1.9457972	0	 	 	 	 
1.952182	1	 	 	 	 
1.958182	0	 	 	 	 
1.9644816	1	 	 	 	 
1.970482	0	 	 	 	 
1.976782	1	 	 	 	 
1.9827252	0	 	 	 	 
1.989082	1	 	 	 	 
1.9949948	0	 	 	 	 
2.0013288	1	 	 	 	 
2.0072856	0	 	 	 	 
2.013628	1	 	 	 	 
2.0196252	0	 	 	 	 
2.025982	1	 	 	 	 
2.031982	0	 	 	 	 
2.0383204	1	 	 	 	 
2.0443052	0	 	 	 	 
2.050696	1	 	 	 	 
2.0567008	0	 	 	 	 
2.06311	1	 	 	 	 
2.0691216	0	 	 	 	 
2.0755256	1	 	 	 	 
2.0815816	0	 	 	 	 
2.0879172	1	 	 	 	 
2.0939292	0	 	 	 	 
2.1002852	1	 	 	 	 
2.106282	0	 	 	 	 
2.11268	1	 	 	 	 
2.118626	0	 	 	 	 
2.12499	1	 	 	 	 
2.1309956	0	 	 	 	 
2.1373816	1	 	 	 	 
2.1434148	0	 	 	 	 
2.1497888	1	 	 	 	 
2.15589	0	 	 	 	 
2.1622828	1	 	 	 	 
2.1682824	0	 	 	 	 
2.1746836	1	 	 	 	 
2.1807276	0	 	 	 	 
2.1871816	1	 	 	 	 
2.1932816	0	 	 	 	 
2.1996816	1	 	 	 	 
2.2057816	0	 	 	 	 
2.212182	1	 	 	 	 
2.2181948	0	 	 	 	 
2.2245892	1	 	 	 	 
2.230626	0	 	 	 	 
2.2370184	1	 	 	 	 
2.2430824	0	 	 	 	 
2.2494816	1	 	 	 	 
2.2555016	0	 	 	 	 
2.2619232	1	 	 	 	 
2.267996	0	 	 	 	 
2.274408	1	 	 	 	 
2.2804944	0	 	 	 	 
2.286982	1	 	 	 	 
2.2930076	0	 	 	 	 
2.2994828	1	 	 	 	 
2.305582	0	 	 	 	 
2.312082	1	 	 	 	 
2.318182	0	 	 	 	 
2.32462	1	 	 	 	 
2.3307276	0	 	 	 	 
2.3371824	1	 	 	 	 
2.3432828	0	 	 	 	 
2.349694	1	 	 	 	 
2.355782	0	 	 	 	 
2.3621972	1	 	 	 	 
2.368282	0	 	 	 	 
2.3747212	1	 	 	 	 
2.3808016	0	 	 	 	 
2.387282	1	 	 	 	 
2.393382	0	 	 	 	 
2.3998244	1	 	 	 	 
2.4059824	0	 	 	 	 
2.412482	1	 	 	 	 
2.418582	0	 	 	 	 
2.425082	1	 	 	 	 
2.431182	0	 	 	 	 
2.4377068	1	 	 	 	 
2.443882	0	 	 	 	 
2.4503828	1	 	 	 	 
2.4565096	0	 	 	 	 
2.4630008	1	 	 	 	 
2.4691292	0	 	 	 	 
2.4756052	1	 	 	 	 
2.4817156	0	 	 	 	 
2.4881892	1	 	 	 	 
2.4942972	0	 	 	 	 
2.5007852	1	 	 	 	 
2.5069108	0	 	 	 	 
2.5134152	1	 	 	 	 
2.519582	0	 	 	 	 
2.5260816	1	 	 	 	 
2.5322176	0	 	 	 	 
2.5387816	1	 	 	 	 
2.5448912	0	 	 	 	 
2.551482	1	 	 	 	 
2.5576028	0	 	 	 	 
2.5641816	1	 	 	 	 
2.5703824	0	 	 	 	 
2.576914	1	 	 	 	 
2.5830924	0	 	 	 	 
2.5896236	1	 	 	 	 
2.5957904	0	 	 	 	 
2.6023072	1	 	 	 	 
2.608482	0	 	 	 	 
2.6149816	1	 	 	 	 
2.6211164	0	 	 	 	 
2.6276816	1	 	 	 	 
2.6337996	0	 	 	 	 
2.640382	1	 	 	 	 
2.6465824	0	 	 	 	 
2.6530816	1	 	 	 	 
2.659282	0	 	 	 	 
2.6658824	1	 	 	 	 
2.6720184	0	 	 	 	 
2.6786132	1	 	 	 	 
2.6848104	0	 	 	 	 
2.6914256	1	 	 	 	 
2.697682	0	 	 	 	 
2.7042828	1	 	 	 	 
2.7104828	0	 	 	 	 
2.717082	1	 	 	 	 
2.7232824	0	 	 	 	 
2.7298012	1	 	 	 	 
2.735992	0	 	 	 	 
2.7425816	1	 	 	 	 
2.7487824	0	 	 	 	 
2.7553084	1	 	 	 	 
2.7615064	0	 	 	 	 
2.768094	1	 	 	 	 
2.7743248	0	 	 	 	 
2.7809076	1	 	 	 	 
2.787282	0	 	 	 	 
2.793782	1	 	 	 	 
2.7999844	0	 	 	 	 
2.8066212	1	 	 	 	 
